SnowID,SMAXId,Status,Time(in millisec),UseCase
Application Development,null,Success,1088
Problem Analyzers,null,Success,1052
Nimsoft desk,null,Success,1072
Incident Management,null,Success,1044
US Presidents Group 2,null,Success,1036
RMA Approvers,null,Success,1090
Mobile Analytics Settings Managers,null,Success,1032
ATF_TestGroup_ServiceDesk,null,Success,1019
Catalog Request Approvers > $1000,null,Success,1030
Catalog Request Approvers for Sales,null,Success,1043
