SnowID,SMAXId,Status,Time(in millisec),UseCase
survey.user,261fe001-0b9d-4ece-b3ca-cd32a377f674,Success,1045
lucius.bagnoli,3502187f-5efb-41bc-b3cc-761f0fc813c4,Success,991
jimmie.barninger,2c2589e4-6eb6-490a-ad94-e85e0f11897b,Success,978
