SnowID,SMAXId,Status,Time(in millisec),UseCase
survey.user,d241e5ce-cc23-4fed-ada8-653e353c9cd1,Success,984
lucius.bagnoli,39b5ba04-6c05-4fd9-b44e-e6be823458c2,Success,1025
jimmie.barninger,4fafae2f-fc59-458a-bc88-bbb36db77f1f,Success,993
